Id,Memo,HitBoxInfo
int,string,HitBoxInfo
10150,성소_ExecutorId_10001,"{""duration"":""1.000"",""multiHitInterval"":""-1.000"",""angleOffset"":""0.000"",""startOffset"":""0.5:0:-0.5"",""InheritOwnerScaleX"":false,""IsCancleOnSkillChange"":false,""IsCancelOnOwnerDie"":false,""IsAffectedBySkillTimeScale"":false,""vfx"":""Common/Haste_Burst"",""VfxZOffset"":""0.000"",""vfxSpeeds"":[],""IsLoopVfx"":false,""VfxLoopDuration"":""0.000"",""hitPointType"":""NearByCollision"",""hitVfx"":""Common/Heal_Potion"",""UseBoneAttachHitVfx"":true,""UseHitVfxRotate"":false,""HitVfxBoneType"":""None"",""HitVfxBoneOffset"":""0:0:0"",""UseElementalHitVfx"":false,""hitVfxDuration"":""2.000"",""hitVfxSpeeds"":[{""endTime"":""99.000"",""speed"":""0.700""}],""IsLoopHitVfx"":false,""HitVfxLoopDuration"":""0.000"",""IgnoreHitVfxWall"":false,""FireVfx"":"""",""FireVfxDuration"":""0.000"",""SpawnDelayAfterFireVfx"":""0.000"",""SpawnSfx"":""Skill_Slow_Use"",""hitSfx"":""Skill_Heal"",""SfxFollowOwner"":false,""UseElementalHitSfx"":false,""criticalHitSfx"":""Skill_Heal"",""UseElementalCritSfx"":false,""MoveType"":""Linear"",""moveSpeed"":""0.000"",""MoveSpeedCurveData"":{""Keys"":[]},""MinMoveDistance"":""0.000"",""MaxMoveDistance"":""0.000"",""ParabolaMoveHeight"":""0.000"",""tracingTargetType"":""None"",""tracingDetectingRange"":""0.000"",""tracingAngle"":""0.000"",""collisionType"":""Sphere"",""CollisionTriggerDelay"":""0.000"",""ignoreObstaclesForCollision"":false,""collisionScale"":""3:1:3"",""collisionDelay"":""0.000"",""collisionEndTime"":""0.000"",""collisionDestroy"":""Never"",""collisionEvents"":[{""$type"":""GameCommon.Data.CollisionHealEvent, De.Base"",""Power"":200,""PowerGrowth"":0,""CoefficientStat"":""Atk"",""StatFactor"":""0.000"",""StatFactorGrowth"":""0.000"",""IsOnce"":false,""BuffConditionList"":[],""talentConditionList"":[],""targetType"":""Ally""},{""$type"":""GameCommon.Data.CollisionBuffEvent, De.Base"",""Probability"":""100.000"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""buffId"":3100002,""BuffStack"":1,""IsOnce"":false,""BuffConditionList"":[],""talentConditionList"":[],""targetType"":""Ally""},{""$type"":""GameCommon.Data.CollisionStressRecoveryEvent, De.Base"",""AmountMin"":15,""AmountMax"":15,""IsOnce"":false,""BuffConditionList"":[],""talentConditionList"":[],""targetType"":""Ally""}],""OwnerHitShakeAmplitude"":""0.000"",""OwnerHitShakeFrequency"":""0.000"",""OwnerHitShakeDuration"":""0.000"",""CanParry"":true,""destroyHitBoxId"":[],""ExtraUnitIdOnDestroy"":0}"
10151,성소_ExecutorId_10001_링 이펙트,"{""duration"":""1.000"",""multiHitInterval"":""-1.000"",""angleOffset"":""0.000"",""startOffset"":""0:0.1:0"",""InheritOwnerScaleX"":false,""IsCancleOnSkillChange"":false,""IsCancelOnOwnerDie"":false,""IsAffectedBySkillTimeScale"":false,""vfx"":""Common/Effect_Ring"",""VfxZOffset"":""0.000"",""vfxSpeeds"":[],""IsLoopVfx"":false,""VfxLoopDuration"":""0.000"",""hitPointType"":""None"",""UseBoneAttachHitVfx"":false,""UseHitVfxRotate"":false,""HitVfxBoneType"":""None"",""HitVfxBoneOffset"":""0:0:0"",""UseElementalHitVfx"":false,""hitVfxDuration"":""0.000"",""hitVfxSpeeds"":[],""IsLoopHitVfx"":false,""HitVfxLoopDuration"":""0.000"",""IgnoreHitVfxWall"":false,""FireVfxDuration"":""0.000"",""SpawnDelayAfterFireVfx"":""0.000"",""SfxFollowOwner"":false,""UseElementalHitSfx"":false,""UseElementalCritSfx"":false,""MoveType"":""Linear"",""moveSpeed"":""0.000"",""MoveSpeedCurveData"":{""Keys"":[]},""MinMoveDistance"":""0.000"",""MaxMoveDistance"":""0.000"",""ParabolaMoveHeight"":""0.000"",""tracingTargetType"":""None"",""tracingDetectingRange"":""0.000"",""tracingAngle"":""0.000"",""collisionType"":""Sphere"",""CollisionTriggerDelay"":""-1.000"",""ignoreObstaclesForCollision"":false,""collisionScale"":""0.1:0.1:0.1"",""collisionDelay"":""0.000"",""collisionEndTime"":""0.000"",""collisionDestroy"":""Never"",""collisionEvents"":[],""OwnerHitShakeAmplitude"":""0.000"",""OwnerHitShakeFrequency"":""0.000"",""OwnerHitShakeDuration"":""0.000"",""CanParry"":true,""destroyHitBoxId"":[],""ExtraUnitIdOnDestroy"":0}"
100100001,검사 평타 1타,"{""duration"":""1.000"",""multiHitInterval"":""-1.000"",""angleOffset"":""0.000"",""startOffset"":""0:0:0"",""InheritOwnerScaleX"":true,""IsCancleOnSkillChange"":true,""IsCancelOnOwnerDie"":false,""IsAffectedBySkillTimeScale"":true,""vfx"":""1001/1001_01_SwordAttack_Cast_1st"",""VfxZOffset"":""0.000"",""vfxSpeeds"":[{""endTime"":""0.202"",""speed"":""1.250""},{""endTime"":""99.000"",""speed"":""1.000""}],""IsLoopVfx"":false,""VfxLoopDuration"":""0.000"",""hitPointType"":""NearByOwner"",""hitVfx"":""1001/1001_01_SwordAttack_Hit"",""UseBoneAttachHitVfx"":false,""UseHitVfxRotate"":false,""HitVfxBoneType"":""None"",""HitVfxBoneOffset"":""0:0:0"",""UseElementalHitVfx"":true,""hitVfxDuration"":""1.000"",""hitVfxSpeeds"":[],""IsLoopHitVfx"":false,""HitVfxLoopDuration"":""0.000"",""IgnoreHitVfxWall"":false,""FireVfx"":"""",""FireVfxDuration"":""0.000"",""SpawnDelayAfterFireVfx"":""0.000"",""SpawnSfx"":""Skill_100001_NormalAttack_1"",""hitSfx"":""Skill_100001_NormalAttack_Hit"",""SfxFollowOwner"":true,""UseElementalHitSfx"":true,""criticalHitSfx"":""Critical"",""UseElementalCritSfx"":true,""MoveType"":""FollowSelf"",""moveSpeed"":""0.000"",""MoveSpeedCurveData"":{""Keys"":[]},""MinMoveDistance"":""0.000"",""MaxMoveDistance"":""0.000"",""ParabolaMoveHeight"":""0.000"",""tracingTargetType"":""None"",""tracingDetectingRange"":""0.000"",""tracingAngle"":""0.000"",""collisionType"":""Cylinder180"",""CollisionTriggerDelay"":""-1.000"",""ignoreObstaclesForCollision"":false,""collisionScale"":""1.31:1:1.31"",""collisionDelay"":""0.000"",""collisionEndTime"":""0.190"",""collisionDestroy"":""Never"",""collisionEvents"":[{""$type"":""GameCommon.Data.CollisionDamageEvent, De.Base"",""DamageInfo"":{""ElementalType"":""None"",""Power"":0,""PowerGrowth"":0,""CoefficientStat"":""Atk"",""StatFactor"":""95.000"",""StatFactorGrowth"":""0.000"",""ConditionalStats"":[],""IgnoreShield"":false},""CanBackAttack"":true,""IsOnce"":false,""BuffConditionList"":[],""talentConditionList"":[],""targetType"":""Enemy""},{""$type"":""GameCommon.Data.CollisionBuffEvent, De.Base"",""Probability"":""8.000"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""buffId"":1017,""BuffStack"":1,""IsOnce"":false,""BuffConditionList"":[],""talentConditionList"":[],""targetType"":""Enemy""}],""OwnerHitShakeAmplitude"":""0.000"",""OwnerHitShakeFrequency"":""0.000"",""OwnerHitShakeDuration"":""0.000"",""CanParry"":true,""destroyHitBoxId"":[],""ExtraUnitIdOnDestroy"":0,""ActionEventsOnDestroy"":[]}"
100100002,검사 평타 2타,"{""duration"":""0.220"",""multiHitInterval"":""-1.000"",""angleOffset"":""0.000"",""startOffset"":""0:0:0"",""InheritOwnerScaleX"":true,""IsCancleOnSkillChange"":true,""IsCancelOnOwnerDie"":false,""IsAffectedBySkillTimeScale"":true,""vfx"":""1001/1001_01_SwordAttack_Cast_2nd"",""VfxZOffset"":""0.000"",""vfxSpeeds"":[{""endTime"":""0.112"",""speed"":""1.000""},{""endTime"":""0.282"",""speed"":""1.500""},{""endTime"":""99.000"",""speed"":""1.500""}],""IsLoopVfx"":false,""VfxLoopDuration"":""0.000"",""hitPointType"":""NearByOwner"",""hitVfx"":""1001/1001_01_SwordAttack_Hit"",""UseBoneAttachHitVfx"":false,""UseHitVfxRotate"":false,""HitVfxBoneType"":""None"",""HitVfxBoneOffset"":""0:0:0"",""UseElementalHitVfx"":true,""hitVfxDuration"":""1.000"",""hitVfxSpeeds"":[],""IsLoopHitVfx"":false,""HitVfxLoopDuration"":""0.000"",""IgnoreHitVfxWall"":false,""FireVfxDuration"":""0.000"",""SpawnDelayAfterFireVfx"":""0.000"",""SpawnSfx"":""Skill_100001_NormalAttack_2"",""hitSfx"":""Skill_100001_NormalAttack_Hit"",""SfxFollowOwner"":true,""UseElementalHitSfx"":true,""criticalHitSfx"":""Critical"",""UseElementalCritSfx"":true,""MoveType"":""FollowSelf"",""moveSpeed"":""0.000"",""MoveSpeedCurveData"":{""Keys"":[]},""MinMoveDistance"":""0.000"",""MaxMoveDistance"":""0.000"",""ParabolaMoveHeight"":""0.000"",""tracingTargetType"":""None"",""tracingDetectingRange"":""0.000"",""tracingAngle"":""0.000"",""collisionType"":""Cylinder180"",""CollisionTriggerDelay"":""-1.000"",""ignoreObstaclesForCollision"":false,""collisionScale"":""1.31:1:1.31"",""collisionDelay"":""0.000"",""collisionEndTime"":""0.000"",""collisionDestroy"":""Never"",""collisionEvents"":[{""$type"":""GameCommon.Data.CollisionDamageEvent, De.Base"",""DamageInfo"":{""ElementalType"":""None"",""Power"":0,""PowerGrowth"":0,""CoefficientStat"":""Atk"",""StatFactor"":""105.000"",""StatFactorGrowth"":""0.000"",""ConditionalStats"":[],""IgnoreShield"":false},""CanBackAttack"":true,""IsOnce"":false,""BuffConditionList"":[],""talentConditionList"":[],""targetType"":""Enemy""},{""$type"":""GameCommon.Data.CollisionBuffEvent, De.Base"",""Probability"":""12.000"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""buffId"":1017,""BuffStack"":1,""IsOnce"":false,""BuffConditionList"":[],""talentConditionList"":[],""targetType"":""Enemy""}],""OwnerHitShakeAmplitude"":""0.000"",""OwnerHitShakeFrequency"":""0.000"",""OwnerHitShakeDuration"":""0.000"",""CanParry"":true,""destroyHitBoxId"":[],""ExtraUnitIdOnDestroy"":0}"
100100003,검사 평타 3타,"{""duration"":""1.500"",""multiHitInterval"":""-1.000"",""angleOffset"":""0.000"",""startOffset"":""0:0:0"",""InheritOwnerScaleX"":true,""IsCancleOnSkillChange"":true,""IsCancelOnOwnerDie"":false,""IsAffectedBySkillTimeScale"":true,""vfx"":""1001/1001_01_SwordAttack_Cast_3rd"",""VfxZOffset"":""0.000"",""vfxSpeeds"":[{""endTime"":""0.400"",""speed"":""1.000""},{""endTime"":""0.560"",""speed"":""1.000""},{""endTime"":""1.200"",""speed"":""1.300""}],""IsLoopVfx"":false,""VfxLoopDuration"":""0.000"",""hitPointType"":""NearByOwner"",""hitVfx"":""1001/1001_01_SwordAttack_Hit"",""UseBoneAttachHitVfx"":false,""UseHitVfxRotate"":false,""HitVfxBoneType"":""None"",""HitVfxBoneOffset"":""0:0:0"",""UseElementalHitVfx"":true,""hitVfxDuration"":""1.000"",""hitVfxSpeeds"":[],""IsLoopHitVfx"":false,""HitVfxLoopDuration"":""0.000"",""IgnoreHitVfxWall"":false,""FireVfxDuration"":""0.000"",""SpawnDelayAfterFireVfx"":""0.000"",""SpawnSfx"":""Skill_100001_NormalAttack_3"",""hitSfx"":""Skill_100001_NormalAttack_Hit2"",""SfxFollowOwner"":true,""UseElementalHitSfx"":true,""criticalHitSfx"":""Critical"",""UseElementalCritSfx"":true,""MoveType"":""FollowSelf"",""moveSpeed"":""0.000"",""MoveSpeedCurveData"":{""Keys"":[]},""MinMoveDistance"":""0.000"",""MaxMoveDistance"":""0.000"",""ParabolaMoveHeight"":""0.000"",""tracingTargetType"":""None"",""tracingDetectingRange"":""0.000"",""tracingAngle"":""0.000"",""collisionType"":""Cylinder240"",""CollisionTriggerDelay"":""-1.000"",""ignoreObstaclesForCollision"":false,""collisionScale"":""1.41:1:1.41"",""collisionDelay"":""0.000"",""collisionEndTime"":""0.250"",""collisionDestroy"":""Never"",""collisionEvents"":[{""$type"":""GameCommon.Data.CollisionDamageEvent, De.Base"",""DamageInfo"":{""ElementalType"":""None"",""Power"":0,""PowerGrowth"":0,""CoefficientStat"":""Atk"",""StatFactor"":""115.000"",""StatFactorGrowth"":""0.000"",""ConditionalStats"":[],""IgnoreShield"":false},""CanBackAttack"":true,""IsOnce"":false,""BuffConditionList"":[],""talentConditionList"":[],""targetType"":""Enemy""},{""$type"":""GameCommon.Data.CollisionBuffEvent, De.Base"",""Probability"":""20.000"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""buffId"":1017,""BuffStack"":1,""IsOnce"":false,""BuffConditionList"":[],""talentConditionList"":[],""targetType"":""Enemy""}],""OwnerHitShakeAmplitude"":""0.700"",""OwnerHitShakeFrequency"":""0.700"",""OwnerHitShakeDuration"":""0.100"",""CanParry"":true,""destroyHitBoxId"":[],""ExtraUnitIdOnDestroy"":0}"
100100021,[사운드]검사 패시브 3타 2,"{""duration"":""0.500"",""multiHitInterval"":""-1.000"",""angleOffset"":""0.000"",""startOffset"":""0:0:0"",""InheritOwnerScaleX"":false,""IsCancleOnSkillChange"":false,""IsCancelOnOwnerDie"":false,""IsAffectedBySkillTimeScale"":false,""VfxZOffset"":""0.000"",""vfxSpeeds"":[],""IsLoopVfx"":false,""VfxLoopDuration"":""0.000"",""hitPointType"":""None"",""UseBoneAttachHitVfx"":false,""UseHitVfxRotate"":false,""HitVfxBoneType"":""None"",""HitVfxBoneOffset"":""0:0:0"",""UseElementalHitVfx"":false,""hitVfxDuration"":""0.000"",""hitVfxSpeeds"":[],""IsLoopHitVfx"":false,""HitVfxLoopDuration"":""0.000"",""IgnoreHitVfxWall"":false,""FireVfxDuration"":""0.000"",""SpawnDelayAfterFireVfx"":""0.000"",""SpawnSfx"":""Skill_100001_Passive_Hit"",""SfxFollowOwner"":true,""UseElementalHitSfx"":false,""UseElementalCritSfx"":false,""MoveType"":""FollowSelf"",""moveSpeed"":""0.000"",""MoveSpeedCurveData"":{""Keys"":[]},""MinMoveDistance"":""0.000"",""MaxMoveDistance"":""0.000"",""ParabolaMoveHeight"":""0.000"",""tracingTargetType"":""None"",""tracingDetectingRange"":""0.000"",""tracingAngle"":""0.000"",""collisionType"":""Box"",""CollisionTriggerDelay"":""-1.000"",""ignoreObstaclesForCollision"":false,""collisionScale"":""0.1:0.1:0.1"",""collisionDelay"":""0.000"",""collisionEndTime"":""0.000"",""collisionDestroy"":""Never"",""collisionEvents"":[],""OwnerHitShakeAmplitude"":""0.000"",""OwnerHitShakeFrequency"":""0.000"",""OwnerHitShakeDuration"":""0.000"",""CanParry"":true,""destroyHitBoxId"":[],""ExtraUnitIdOnDestroy"":0}"
100101001,[사운드]질주,"{""duration"":""0.400"",""multiHitInterval"":""-1.000"",""angleOffset"":""0.000"",""startOffset"":""0:0:0"",""InheritOwnerScaleX"":false,""IsCancleOnSkillChange"":false,""IsCancelOnOwnerDie"":false,""IsAffectedBySkillTimeScale"":false,""VfxZOffset"":""0.000"",""vfxSpeeds"":[],""IsLoopVfx"":false,""VfxLoopDuration"":""0.000"",""hitPointType"":""None"",""UseBoneAttachHitVfx"":false,""UseHitVfxRotate"":false,""HitVfxBoneType"":""None"",""HitVfxBoneOffset"":""0:0:0"",""UseElementalHitVfx"":false,""hitVfxDuration"":""0.000"",""hitVfxSpeeds"":[],""IsLoopHitVfx"":false,""HitVfxLoopDuration"":""0.000"",""IgnoreHitVfxWall"":false,""FireVfxDuration"":""0.000"",""SpawnDelayAfterFireVfx"":""0.000"",""SpawnSfx"":""Skill_100001_Dash"",""SfxFollowOwner"":true,""UseElementalHitSfx"":false,""UseElementalCritSfx"":false,""MoveType"":""FollowSelf"",""moveSpeed"":""0.000"",""MoveSpeedCurveData"":{""Keys"":[]},""MinMoveDistance"":""0.000"",""MaxMoveDistance"":""0.000"",""ParabolaMoveHeight"":""0.000"",""tracingTargetType"":""None"",""tracingDetectingRange"":""0.000"",""tracingAngle"":""0.000"",""collisionType"":""Box"",""CollisionTriggerDelay"":""-1.000"",""ignoreObstaclesForCollision"":false,""collisionScale"":""0.1:0.1:0.1"",""collisionDelay"":""0.000"",""collisionEndTime"":""0.000"",""collisionDestroy"":""Never"",""collisionEvents"":[],""OwnerHitShakeAmplitude"":""0.000"",""OwnerHitShakeFrequency"":""0.000"",""OwnerHitShakeDuration"":""0.000"",""CanParry"":true,""destroyHitBoxId"":[],""ExtraUnitIdOnDestroy"":0}"
100101002,질주 공격,"{""duration"":""1.000"",""multiHitInterval"":""-1.000"",""angleOffset"":""0.000"",""startOffset"":""0:0:0"",""InheritOwnerScaleX"":true,""IsCancleOnSkillChange"":true,""IsCancelOnOwnerDie"":false,""IsAffectedBySkillTimeScale"":true,""vfx"":""1001/1001_00_SwordSkill_01_DashAttack"",""VfxZOffset"":""0.000"",""vfxSpeeds"":[{""endTime"":""99.000"",""speed"":""1.100""}],""IsLoopVfx"":false,""VfxLoopDuration"":""0.000"",""hitPointType"":""NearByOwner"",""hitVfx"":""1001/1001_01_SwordAttack_Hit"",""UseBoneAttachHitVfx"":false,""UseHitVfxRotate"":false,""HitVfxBoneType"":""None"",""HitVfxBoneOffset"":""0:0:0"",""UseElementalHitVfx"":true,""hitVfxDuration"":""0.400"",""hitVfxSpeeds"":[],""IsLoopHitVfx"":false,""HitVfxLoopDuration"":""0.000"",""IgnoreHitVfxWall"":false,""FireVfxDuration"":""0.000"",""SpawnDelayAfterFireVfx"":""0.000"",""SpawnSfx"":""Skill_100001_DashAttack"",""hitSfx"":""Skill_100001_NormalAttack_Hit2"",""SfxFollowOwner"":true,""UseElementalHitSfx"":true,""criticalHitSfx"":""Critical"",""UseElementalCritSfx"":true,""MoveType"":""FollowSelf"",""moveSpeed"":""0.000"",""MoveSpeedCurveData"":{""Keys"":[]},""MinMoveDistance"":""0.000"",""MaxMoveDistance"":""0.000"",""ParabolaMoveHeight"":""0.000"",""tracingTargetType"":""None"",""tracingDetectingRange"":""0.000"",""tracingAngle"":""0.000"",""collisionType"":""Sphere"",""CollisionTriggerDelay"":""-1.000"",""ignoreObstaclesForCollision"":false,""collisionScale"":""1.31:1:1.31"",""collisionDelay"":""0.000"",""collisionEndTime"":""0.150"",""collisionDestroy"":""Never"",""collisionEvents"":[{""$type"":""GameCommon.Data.CollisionDamageEvent, De.Base"",""DamageInfo"":{""ElementalType"":""None"",""Power"":0,""PowerGrowth"":0,""CoefficientStat"":""Atk"",""StatFactor"":""115.000"",""StatFactorGrowth"":""0.000"",""ConditionalStats"":[],""IgnoreShield"":false},""CanBackAttack"":false,""IsOnce"":false,""BuffConditionList"":[],""talentConditionList"":[],""targetType"":""Enemy""},{""$type"":""GameCommon.Data.CollisionBuffEvent, De.Base"",""Probability"":""12.000"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""buffId"":1017,""BuffStack"":1,""IsOnce"":false,""BuffConditionList"":[],""talentConditionList"":[],""targetType"":""Enemy""}],""OwnerHitShakeAmplitude"":""0.000"",""OwnerHitShakeFrequency"":""0.000"",""OwnerHitShakeDuration"":""0.000"",""CanParry"":true,""destroyHitBoxId"":[],""ExtraUnitIdOnDestroy"":0}"
